epoch,train_loss,val_loss,val_f1,val_iou,val_prec,val_rec,lr,epoch_time
22,0.13575929377193205,0.14362800092651293,0.7865283546247269,0.6481637684920841,0.8545520648431318,0.7285357448903312,0.0004483075070806368,283.7564752101898
23,0.1357349045574665,0.13250378247063893,0.8111068919688628,0.6822370207125633,0.8460776741330481,0.7789122467956315,0.00044147857581517763,288.2768807411194
24,0.1335147452479768,0.1267148135946347,0.6774236843282581,0.5122000721630886,0.5730758070823925,0.8282312615092895,0.0004342851561012804,288.7444534301758
25,0.13298149633212625,0.13442192398584807,0.7850217251367879,0.6461199688736569,0.8754514660026471,0.7115247871351214,0.0004267409410222176,290.9252805709839
26,0.13216867064621962,0.1413497502127519,0.5031531531531531,0.3361420403250075,0.37274858833964153,0.7738982989042245,0.0004188602914201774,282.53552317619324
27,0.13204827525209042,0.13345018029212952,0.516049396891739,0.34775375663504543,0.3766152144401428,0.8194249457582001,0.00041065820855958426,303.3845648765564
28,0.13258737569378914,0.13960602435355002,0.5061557247945634,0.338827636317685,0.37412575215836746,0.7821941035972797,0.00040215030557133906,290.51633381843567
29,0.1323731590201643,0.1214199369916549,0.8181726308052736,0.6922945365216581,0.8246046149857402,0.8118402100388353,0.00039335277773233765,277.09123182296753
30,0.13103947584804532,0.13118683303204867,0.5177281187500723,0.3492801322747196,0.3790275485590961,0.8165259722500775,0.00038428237163684034,340.63021898269653
31,0.13174390486467666,0.13054653586676487,0.5182030960326288,0.3497126324432107,0.3797776853117755,0.8154137874450745,0.000374956353318378,356.2646634578705
32,0.13173284855122877,0.11977318101204358,0.8045815045081928,0.6730542546752047,0.8419615813805197,0.7703794191113461,0.00036539247538287616,336.23806738853455
33,0.12988641236638912,0.1302471159455868,0.5178862969526189,0.3494241338486989,0.38005252924924104,0.8125877440880996,0.0003556089432155603,305.77784752845764
34,0.131001770740079,0.13142048467237216,0.795936018132835,0.6610412985683383,0.8751311647429171,0.7298849526865644,0.0003456243803259704,318.9054307937622
35,0.12922882647297093,0.1337687810166524,0.5181134255881683,0.3496309599766839,0.3810284144561765,0.8092694222108775,0.00033545779289705254,314.16825222969055
36,0.12993547459629096,0.13433352069785962,0.510085284960065,0.34235871342903873,0.37662315086828796,0.7900523273834485,0.00032512853360580846,290.37411522865295
37,0.1290687891158545,0.13436878114365614,0.5108907604862465,0.3430848099855121,0.37847972320283824,0.7858041460790928,0.00031465626478437587,289.13358306884766
38,0.12923684270582467,0.12873237035595453,0.7953892765151142,0.6602873949304452,0.8669592530441892,0.734734807737889,0.0003040609209916612,286.1448094844818
39,0.12942979371645183,0.12896692322996947,0.5177211414938521,0.3492737810587243,0.37764911605491924,0.8229620580888654,0.0002933626710667739,280.46616673469543
40,0.12852668448864857,0.12930775390794644,0.5935361790234337,0.4220060055375736,0.4756128380085924,0.7892136306452495,0.00028258187973649465,281.7220630645752
41,0.12811074632211267,0.1259335302389585,0.7988497257265538,0.6650705934440746,0.8685912536942648,0.739475267562492,0.0002717390688498608,279.4923403263092
42,0.12747899481208524,0.12397600323534928,0.8179218657159834,0.6919355345417989,0.8332545162205618,0.8031432895144676,0.0002608548783136603,280.9261076450348
43,0.1281367491617381,0.13304330623493746,0.7991157047436394,0.6654393832113917,0.8292549019607843,0.7710904880850366,0.0002499500268031955,288.47424364089966
44,0.1275206283779345,0.12943101545365956,0.5259388605070967,0.3567958250958483,0.3887517768843695,0.812751836928182,0.00023904527232310811,283.2048170566559
45,0.1286290122074223,0.12928644911600992,0.5187458072043167,0.3502071485956428,0.38140129355453,0.8106733276204715,0.0002281613726933364,290.9970817565918
46,0.12813622194612137,0.12774022324727133,0.523896809632987,0.3549188248165273,0.3870754224002787,0.8103269094025197,0.00021731904603542623,295.75486302375793
47,0.12757155459339373,0.12833914117744336,0.5221721934540625,0.3533376426814656,0.3836534511092851,0.817237041223768,0.00020653893133440842,294.09213948249817
48,0.12638330779900062,0.12476542076239219,0.8056871118012422,0.6746030456192813,0.8613076587886207,0.7568144109978668,0.00019584154915131818,285.6499650478363
49,0.12586057504691253,0.12857223416750246,0.5209056992152322,0.3521788292598069,0.3834313311925895,0.8120590004922785,0.00018524726256114024,288.21875977516174
50,0.12663282285157207,0.1230228806917484,0.8053831236539755,0.6741769178059843,0.8650408205987021,0.753423158969497,0.00017477623839053907,302.84138345718384
51,0.12761266957794395,0.13263546345898738,0.5313787224510621,0.3618214788075991,0.40333626153570046,0.7785293635021059,0.00016444840882915739,304.2146465778351
52,0.12423806761121639,0.13223173884818187,0.5147947095342351,0.34661518703100896,0.38359495119247683,0.782394661512936,0.00015428343348756088,286.28577160835266
53,0.12725317457290453,0.13164206536916587,0.5217060535436113,0.3529109043530824,0.39000677048070415,0.7877003300089339,0.0001443006619740517,299.1487543582916
54,0.12561788994853743,0.13033705949783325,0.6369099350046425,0.4672544766928602,0.5373912607485773,0.7816653600014586,0.00013451909706158925,298.7177791595459
55,0.12414909685117619,0.11816490656481339,0.8105068174006035,0.6813883671274221,0.850816878821289,0.7738436012908637,0.00012495735851493253,318.39540433883667
56,0.12384839512616674,0.1286959878813762,0.8057116641816722,0.6746374723902814,0.8467085835961511,0.7685014677192918,0.00011563364764685842,291.74670147895813
57,0.12448360072884047,0.12927484354720667,0.5439317972696374,0.37356203249935516,0.4141470947079457,0.7921855343045199,0.00010656571267092968,280.86168813705444
58,0.12400702258276049,0.1276978887617588,0.5288718251624336,0.35950084717861414,0.391156195119394,0.8162524841832735,9.777081491676063e-05,288.73942971229553
59,0.12393303528845867,0.11238435039726588,0.8239506082636174,0.700608846918489,0.825473510842712,0.8224333144930442,8.926569597209561e-05,279.9918112754822
60,0.12390292872822731,0.11699606936711532,0.8158322619677834,0.68894991458177,0.847144511847969,0.7867522380440134,8.10665458142451e-05,281.7297554016113
61,0.12474692095871841,0.12179112348418969,0.8051221265763753,0.6738112274767449,0.8617899706732669,0.7554469706638467,7.318897199154403e-05,281.2430901527405
62,0.12456447819125986,0.12383709790614936,0.8034568140991406,0.6714816678298411,0.8594457601063609,0.7543165533210567,6.56479699134957e-05,283.6776611804962
63,0.12307714361035935,0.1200745660238541,0.8208018658374056,0.6960678125735813,0.8334993703125881,0.8084854230860393,5.845789430615822e-05,302.9166033267975
64,0.12242503129990301,0.12079133566182393,0.822460090430931,0.6984562338374736,0.8326326999607645,0.8125330464747388,5.1632431887107555e-05,294.2078516483307
65,0.12376174793761467,0.12637325490896517,0.7985363838451399,0.6646363427972624,0.8669984408039472,0.7400951738472478,4.518457531199199e-05,289.2961530685425
66,0.12235423106108313,0.12537045447299114,0.804244675764152,0.6725829770217479,0.8113022021854882,0.7973088774226484,3.912659844227473e-05,286.5371925830841
67,0.12393641217707474,0.13126158055204612,0.7885137834598481,0.6508648408000396,0.8718883219578999,0.719692964063668,3.347003298124005e-05,281.71799993515015
68,0.12210733506167046,0.12474703817413403,0.6535084515478677,0.48534166612416724,0.5451731240326139,0.8155778802851569,2.822564652274124e-05,278.73360085487366
69,0.12486221091212513,0.12473680580464694,0.6724141812042769,0.5064939468954526,0.5713265670423828,0.8169635531569639,2.3403422054473384e-05,279.921466588974
70,0.12221596694647152,0.12684364803135395,0.8127629267366222,0.6845835133016589,0.8481113004875341,0.7802432220540777,1.901253895478936e-05,279.02743196487427
71,0.12180314428895433,0.12615116613988692,0.7433251046835901,0.5915015151921478,0.6909498151744878,0.8042919393950444,1.5061355519230734e-05,277.3581631183624
72,0.12257727554120193,0.12646425071244055,0.8081556641356206,0.6780714895536333,0.8533836110773223,0.7674804456032235,1.1557393050037666e-05,285.67664098739624
73,0.1218937077498603,0.12515390205841798,0.8024390006710169,0.6700610667186383,0.8598432745612938,0.7522198114755593,8.507321538922632e-06,285.90707063674927
74,0.12320350296795368,0.1225230427315602,0.8154841398384148,0.6884535422996961,0.8485571237089017,0.784892519189746,5.916946970361577e-06,307.4323365688324
75,0.12291825141444385,0.12533418461680412,0.8016240875912409,0.668925400861872,0.8023122020711194,0.8009371524422484,3.7912002695731387e-06,288.1258885860443
76,0.1228078502256458,0.12661898952837175,0.8097753024774342,0.6803549818475192,0.8553952893920029,0.7687749557860959,2.134127916221784e-06,307.68921279907227
77,0.12252114584373537,0.12736864330676886,0.7967045900353079,0.6621022430881586,0.8620975102413346,0.7405327547541343,9.488842417139516e-07,290.16721987724304
78,0.1216255898857228,0.12526765938561696,0.8138389233876295,0.6861116415250461,0.8435488604127946,0.7861505642970446,2.3772542474892795e-07,297.0470652580261
79,0.12161026771450154,0.12785410651793847,0.798895644256469,0.6651342495231575,0.8626887131560029,0.7438875417069302,2.0051965544116295e-09,295.2293772697449
